house,bravery_score,wisdom_score,ambition_score,loyalty_score,leadership,impulsiveness,justice_oriented,risk_taking,bravery_loyalty_ratio,wisdom_ambition_ratio,leadership_potential,moral_flexibility,calculated_thinking,courage_type,gryffindor_composite,hufflepuff_composite,ravenclaw_composite,slytherin_composite
Hufflepuff,5,5,6,8,7,2,7,6,0.617283950617284,0.819672131147541,6.0,3,6.5,3.0,6.45,6.95,5.9750000000000005,5.449999999999999
Ravenclaw,7,9,8,7,8,4,8,6,0.9859154929577465,1.1111111111111112,7.666666666666667,2,7.5,4.2,7.05,6.100000000000001,8.225,7.0
Hufflepuff,6,8,2,8,8,5,9,5,0.7407407407407408,3.8095238095238093,5.333333333333333,1,6.5,3.0,7.05,7.800000000000001,6.425000000000001,4.500000000000001
Ravenclaw,4,10,6,5,8,4,7,7,0.7843137254901962,1.639344262295082,6.0,3,8.0,2.8,5.6000000000000005,5.449999999999999,8.3,6.699999999999999
Hufflepuff,7,5,3,10,7,5,7,4,0.6930693069306931,1.6129032258064515,5.666666666666667,3,5.0,2.8,7.1499999999999995,7.9,5.0,4.4
Ravenclaw,5,9,7,7,6,2,7,4,0.7042253521126761,1.267605633802817,6.0,3,8.5,2.0,5.8,6.3500000000000005,7.875000000000001,6.35
Ravenclaw,3,9,10,5,6,4,6,4,0.5882352941176471,0.8910891089108911,6.333333333333333,4,7.5,1.2,4.45,4.4,8.225000000000001,7.6
Gryffindor,8,8,6,8,4,9,9,10,0.9876543209876544,1.3114754098360657,6.0,1,4.5,8.0,8.65,6.4,5.925,4.8999999999999995
Hufflepuff,6,6,3,10,3,2,8,3,0.594059405940594,1.9354838709677418,4.0,2,7.0,1.8,6.9,8.6,5.049999999999999,3.4
Ravenclaw,7,9,9,8,8,2,7,7,0.8641975308641976,0.989010989010989,8.0,3,8.5,4.9,7.25,6.3500000000000005,8.675,7.550000000000001
Ravenclaw,7,10,6,4,7,2,6,5,1.707317073170732,1.639344262295082,6.666666666666667,4,9.0,3.5,5.6,5.1000000000000005,8.35,6.6499999999999995
Slytherin,6,6,9,4,8,5,4,7,1.4634146341463417,0.6593406593406593,7.666666666666667,6,5.5,4.2,5.2,3.5500000000000003,6.875,7.550000000000001
Slytherin,6,7,9,6,10,5,6,6,0.9836065573770493,0.7692307692307693,8.333333333333334,4,6.0,3.6,6.0,4.8500000000000005,7.75,7.8500000000000005
Gryffindor,7,5,7,8,8,7,9,8,0.8641975308641976,0.7042253521126761,7.333333333333333,1,4.0,5.6,7.949999999999999,6.500000000000001,5.75,5.6499999999999995
Gryffindor,10,6,9,6,6,7,7,9,1.639344262295082,0.6593406593406593,8.333333333333334,3,4.5,9.0,8.05,4.800000000000001,6.225,6.450000000000001
Hufflepuff,6,6,6,10,4,2,6,6,0.594059405940594,0.9836065573770493,5.333333333333333,4,7.0,3.6,7.0,7.5,5.85,5.1
Ravenclaw,2,10,6,6,4,3,5,7,0.3278688524590164,1.639344262295082,4.0,5,8.5,1.4,4.75,5.5,7.625,6.1
Hufflepuff,6,5,6,8,7,5,6,3,0.7407407407407408,0.819672131147541,6.333333333333333,4,5.0,1.8,5.9,6.25,5.6000000000000005,5.6499999999999995
Slytherin,7,9,9,5,9,3,7,6,1.3725490196078431,0.989010989010989,8.333333333333334,3,8.0,4.2,6.3,5.0,8.75,7.800000000000001
Ravenclaw,3,10,10,6,4,4,5,4,0.49180327868852464,0.9900990099009901,5.666666666666667,5,8.0,1.2,4.45,4.550000000000001,8.3,7.5
Gryffindor,9,4,6,6,8,6,9,9,1.4754098360655739,0.6557377049180328,7.666666666666667,1,4.0,8.1,8.25,6.05,5.2,5.1
Ravenclaw,7,6,8,8,7,5,8,2,0.8641975308641976,0.7407407407407408,7.333333333333333,2,5.5,1.4,6.5,6.3500000000000005,6.475,6.15
Hufflepuff,5,8,3,8,7,2,7,6,0.617283950617284,2.5806451612903225,5.0,3,8.0,3.0,6.45,7.550000000000001,6.800000000000001,5.0
Gryffindor,7,5,8,8,6,8,7,7,0.8641975308641976,0.617283950617284,7.0,3,3.5,4.9,7.25,5.65,5.425,5.9
Hufflepuff,6,7,4,6,7,4,6,5,0.9836065573770493,1.707317073170732,5.666666666666667,4,6.5,3.0,5.8,6.0,6.2749999999999995,5.35
Hufflepuff,4,8,4,8,4,4,9,6,0.4938271604938272,1.9512195121951221,4.0,1,7.0,2.4,6.65,7.550000000000001,6.1499999999999995,4.2
Slytherin,6,9,9,5,10,5,3,8,1.1764705882352942,0.989010989010989,8.333333333333334,7,7.0,4.8,5.4,3.7,8.7,8.85
Slytherin,8,8,9,4,7,4,4,6,1.9512195121951221,0.8791208791208791,8.0,6,7.0,4.8,5.6000000000000005,3.7,7.75,7.7
Ravenclaw,7,9,8,8,8,4,6,6,0.8641975308641976,1.1111111111111112,7.666666666666667,4,7.5,4.2,6.8,6.0,8.225,7.3999999999999995
Gryffindor,9,6,6,7,8,8,8,10,1.267605633802817,0.9836065573770493,7.666666666666667,2,4.0,9.0,8.45,5.9,5.9,5.7
Ravenclaw,5,10,7,7,6,5,7,5,0.7042253521126761,1.4084507042253522,6.0,3,7.5,2.5,6.0,5.9,7.9750000000000005,6.549999999999999
Hufflepuff,6,6,3,8,4,3,8,6,0.7407407407407408,1.9354838709677418,4.333333333333333,2,6.5,3.6,7.0,7.65,5.124999999999999,3.65
Slytherin,6,6,10,7,5,6,3,6,0.8450704225352114,0.594059405940594,7.0,7,5.0,3.6,5.5,4.15,6.35,7.3500000000000005
Gryffindor,8,8,9,7,7,9,7,10,1.1267605633802817,0.8791208791208791,8.0,3,4.5,8.0,7.9,4.900000000000001,7.125,7.1
Ravenclaw,7,10,9,8,8,4,7,7,0.8641975308641976,1.098901098901099,8.0,3,8.0,4.9,7.25,6.050000000000001,8.9,7.75
Ravenclaw,3,10,9,6,9,3,5,7,0.49180327868852464,1.098901098901099,7.0,5,8.5,2.1,5.05,4.9,9.225,8.4
Hufflepuff,6,7,5,8,4,5,7,3,0.7407407407407408,1.3725490196078431,5.0,3,6.0,1.8,6.15,6.7,5.749999999999999,4.75
Hufflepuff,3,6,6,9,6,3,6,3,0.32967032967032966,0.9836065573770493,5.0,4,6.5,0.9,5.25,6.949999999999999,6.125,5.6
Gryffindor,9,6,5,9,10,8,8,8,0.989010989010989,1.1764705882352942,8.0,2,4.0,7.2,8.549999999999999,6.8999999999999995,6.1,5.8500000000000005
Gryffindor,8,7,6,9,10,8,10,7,0.8791208791208791,1.1475409836065575,8.0,0,4.5,5.6,8.55,7.199999999999999,6.775,6.0
Hufflepuff,6,6,4,10,4,4,7,4,0.594059405940594,1.4634146341463417,4.666666666666667,3,6.0,2.4,6.85,7.85,5.199999999999999,4.2
Hufflepuff,7,5,5,9,3,2,9,4,0.7692307692307693,0.9803921568627452,5.0,1,6.5,2.8,7.3999999999999995,8.049999999999999,4.975,3.7
Ravenclaw,5,9,6,5,8,5,8,4,0.9803921568627452,1.4754098360655739,6.333333333333333,2,7.0,2.0,5.55,5.55,7.700000000000001,6.3
Gryffindor,8,8,7,9,7,6,7,9,0.8791208791208791,1.1267605633802817,7.333333333333333,3,6.0,7.2,8.200000000000001,6.549999999999999,7.1000000000000005,6.399999999999999
Gryffindor,9,8,10,7,8,9,10,7,1.267605633802817,0.7920792079207921,9.0,0,4.5,6.3,8.35,5.450000000000001,7.525,7.1
Gryffindor,10,4,9,8,10,6,10,9,1.234567901234568,0.43956043956043955,9.666666666666666,0,4.0,9.0,9.3,6.5,6.2,6.45
Gryffindor,9,8,8,9,7,9,10,7,0.989010989010989,0.9876543209876544,8.0,0,4.5,6.3,8.85,6.65,6.925000000000001,6.15
Hufflepuff,7,8,5,10,7,4,9,3,0.6930693069306931,1.5686274509803924,6.333333333333333,1,7.0,2.1,7.449999999999999,8.15,6.95,5.3
Gryffindor,10,5,6,9,8,6,8,7,1.098901098901099,0.819672131147541,8.0,2,4.5,7.0,8.65,6.999999999999999,5.675000000000001,5.5
Ravenclaw,5,10,6,7,5,5,5,5,0.7042253521126761,1.639344262295082,5.333333333333333,5,7.5,2.5,5.5,5.6000000000000005,7.575,6.35
Slytherin,7,6,10,6,8,5,7,5,1.1475409836065575,0.594059405940594,8.333333333333334,3,5.5,3.5,6.35,4.9,7.074999999999999,7.300000000000001
Ravenclaw,3,10,9,7,6,1,7,5,0.4225352112676057,1.098901098901099,6.0,3,9.5,1.5,5.4,6.1000000000000005,8.875,7.25
Hufflepuff,6,6,5,8,5,3,7,5,0.7407407407407408,1.1764705882352942,5.333333333333333,3,6.5,3.0,6.55,7.0,5.725,4.800000000000001
Slytherin,6,9,9,2,10,7,5,6,2.857142857142857,0.989010989010989,8.333333333333334,5,6.0,3.6,4.75,2.7,8.45,8.45
Ravenclaw,3,10,9,5,8,2,6,6,0.5882352941176471,1.098901098901099,6.666666666666667,4,9.0,1.8,4.85,4.9,9.15,7.95
Hufflepuff,4,8,2,8,5,3,7,4,0.4938271604938272,3.8095238095238093,3.6666666666666665,3,7.5,1.6,5.75,7.6000000000000005,6.075,4.15
Ravenclaw,7,10,6,8,6,4,7,6,0.8641975308641976,1.639344262295082,6.333333333333333,3,8.0,4.2,7.05,6.65,7.9,6.199999999999999
Hufflepuff,5,6,5,8,5,2,8,5,0.617283950617284,1.1764705882352942,5.0,2,7.0,2.5,6.5,7.4,5.85,4.6000000000000005
Hufflepuff,7,6,5,9,3,3,9,4,0.7692307692307693,1.1764705882352942,5.0,1,6.5,2.8,7.3999999999999995,7.8999999999999995,5.324999999999999,3.9000000000000004
Hufflepuff,4,6,5,10,7,3,8,5,0.39603960396039606,1.1764705882352942,5.333333333333333,2,6.5,2.0,6.7,8.05,6.125,5.1000000000000005
Ravenclaw,4,10,8,5,7,2,7,4,0.7843137254901962,1.234567901234568,6.333333333333333,3,9.0,1.6,5.0,5.3500000000000005,8.75,7.15
Slytherin,7,8,8,4,8,4,5,5,1.707317073170732,0.9876543209876544,7.666666666666667,5,7.0,3.5,5.35,4.15,7.75,7.4
Slytherin,8,8,8,6,10,4,4,7,1.3114754098360657,0.9876543209876544,8.666666666666666,6,7.0,5.6,6.300000000000001,4.7,8.15,8.100000000000001
Hufflepuff,4,5,4,9,4,5,7,6,0.43956043956043955,1.2195121951219514,4.0,3,5.0,2.4,6.4,7.3,4.6,4.0
Slytherin,6,8,10,6,10,6,6,6,0.9836065573770493,0.7920792079207921,8.666666666666666,4,6.0,3.6,6.0,4.5,8.3,8.4
Hufflepuff,3,7,6,9,7,2,7,3,0.32967032967032966,1.1475409836065575,5.333333333333333,3,7.5,0.9,5.5,7.35,6.925,5.85
Ravenclaw,3,9,9,8,5,4,8,7,0.3703703703703704,0.989010989010989,5.666666666666667,2,7.5,2.1,6.300000000000001,6.300000000000001,7.825,6.6000000000000005
Slytherin,8,8,10,7,10,3,4,6,1.1267605633802817,0.7920792079207921,9.333333333333334,6,7.5,4.8,6.3500000000000005,4.8500000000000005,8.675,8.8
Hufflepuff,4,8,6,10,5,4,9,3,0.39603960396039606,1.3114754098360657,5.0,1,7.0,1.2,6.550000000000001,7.949999999999999,6.75,5.1499999999999995
Hufflepuff,6,7,6,10,7,3,9,4,0.594059405940594,1.1475409836065575,6.333333333333333,1,7.0,2.4,7.35,8.1,6.8,5.45
Slytherin,7,6,10,6,10,3,4,5,1.1475409836065575,0.594059405940594,9.0,6,6.5,3.5,5.6,4.45,7.725,8.4
Ravenclaw,3,10,7,5,7,5,7,4,0.5882352941176471,1.4084507042253522,5.666666666666667,3,7.5,1.2,4.7,5.1,8.175,6.799999999999999
Slytherin,7,9,8,4,10,6,7,7,1.707317073170732,1.1111111111111112,8.333333333333334,3,6.5,4.9,6.25,4.35,8.375,7.699999999999999
Ravenclaw,3,9,7,7,7,2,7,6,0.4225352112676057,1.267605633802817,5.666666666666667,3,8.5,1.8,5.6000000000000005,6.3500000000000005,8.075000000000001,6.6
Hufflepuff,7,6,4,9,6,4,6,6,0.7692307692307693,1.4634146341463417,5.666666666666667,4,6.0,4.2,7.05,7.199999999999999,5.6,4.8999999999999995
Gryffindor,10,8,4,8,9,9,9,10,1.234567901234568,1.9512195121951221,7.666666666666667,1,4.5,10.0,9.25,6.800000000000001,6.5249999999999995,5.45
Ravenclaw,5,9,9,8,7,3,8,7,0.617283950617284,0.989010989010989,7.0,2,8.0,3.5,6.9,6.45,8.35,7.1000000000000005
Hufflepuff,5,7,6,8,6,2,6,6,0.617283950617284,1.1475409836065575,5.666666666666667,4,7.5,3.0,6.2,6.7,6.725,5.8
Slytherin,8,6,9,5,10,5,4,8,1.5686274509803924,0.6593406593406593,9.0,6,5.5,6.4,6.25,3.95,7.2749999999999995,8.05
Slytherin,6,8,10,7,9,4,4,7,0.8450704225352114,0.7920792079207921,8.333333333333334,6,7.0,4.2,5.95,4.7,8.35,8.55
Ravenclaw,5,9,9,5,8,5,6,5,0.9803921568627452,0.989010989010989,7.333333333333333,4,7.0,2.5,5.25,4.45,8.3,7.75
Gryffindor,10,6,8,9,9,7,7,8,1.098901098901099,0.7407407407407408,9.0,3,4.5,8.0,8.6,6.2,6.624999999999999,6.85
Slytherin,5,8,10,6,7,3,4,5,0.819672131147541,0.7920792079207921,7.333333333333333,6,7.5,2.5,5.0,4.45,8.075,8.05
Gryffindor,9,5,5,7,10,6,10,8,1.267605633802817,0.9803921568627452,8.0,0,4.5,7.2,8.549999999999999,6.9,5.875,5.25
Hufflepuff,6,8,6,6,4,4,8,5,0.9836065573770493,1.3114754098360657,5.333333333333333,2,7.0,3.0,6.3,6.1,6.55,5.1
Gryffindor,9,8,5,10,6,9,10,8,0.8910891089108911,1.5686274509803924,6.666666666666667,0,4.5,7.2,9.299999999999999,7.65,6.125,4.85
Ravenclaw,5,8,8,5,4,4,8,8,0.9803921568627452,0.9876543209876544,5.666666666666667,2,7.0,4.0,6.35,5.300000000000001,6.95,5.800000000000001
Gryffindor,8,6,8,8,6,8,10,8,0.9876543209876544,0.7407407407407408,7.333333333333333,0,4.0,6.4,8.5,6.4,5.8999999999999995,5.5
Hufflepuff,7,9,5,10,3,5,7,6,0.6930693069306931,1.7647058823529413,5.0,3,7.0,4.2,7.55,7.5,6.5,4.9
Slytherin,4,6,8,4,7,4,5,5,0.9756097560975611,0.7407407407407408,6.333333333333333,5,6.0,2.0,4.45,4.15,6.6,6.75
Ravenclaw,2,9,7,7,7,5,7,7,0.28169014084507044,1.267605633802817,5.333333333333333,3,7.0,1.4,5.5,5.9,7.700000000000001,6.6
Hufflepuff,4,5,6,10,6,2,7,5,0.39603960396039606,0.819672131147541,5.333333333333333,3,6.5,2.0,6.45,7.75,5.775,5.199999999999999
Ravenclaw,6,10,4,6,5,5,6,7,0.9836065573770493,2.439024390243903,5.0,4,7.5,4.2,6.2,5.8500000000000005,7.175,5.45
Gryffindor,7,4,7,7,8,9,9,10,0.9859154929577465,0.5633802816901409,7.333333333333333,1,2.5,7.0,8.1,5.800000000000001,5.025,5.449999999999999
Slytherin,5,8,10,6,9,3,6,5,0.819672131147541,0.7920792079207921,8.0,4,7.5,2.5,5.5,4.95,8.475,8.15
Gryffindor,9,4,9,7,9,8,9,7,1.267605633802817,0.43956043956043955,9.0,1,3.0,6.3,8.1,5.550000000000001,5.75,6.4
Hufflepuff,7,5,3,10,5,2,5,6,0.6930693069306931,1.6129032258064515,5.0,5,6.5,4.2,7.05,7.8500000000000005,4.975,4.3
Hufflepuff,9,5,3,9,6,2,6,5,0.989010989010989,1.6129032258064515,6.0,4,6.5,4.5,7.449999999999999,7.7,5.175000000000001,4.35
Hufflepuff,4,5,6,9,4,4,6,5,0.43956043956043955,0.819672131147541,4.666666666666667,4,5.5,2.0,5.95,6.799999999999999,5.125,4.8999999999999995
Gryffindor,8,6,6,8,8,6,9,7,0.9876543209876544,0.9836065573770493,7.333333333333333,1,5.0,5.6,8.05,6.85,6.15,5.5
Slytherin,6,9,8,4,10,5,4,6,1.4634146341463417,1.1111111111111112,8.0,6,7.0,3.6,5.0,3.75,8.5,8.3
Slytherin,6,8,8,5,9,3,4,7,1.1764705882352942,0.9876543209876544,7.666666666666667,6,7.5,4.2,5.45,4.45,8.075000000000001,7.8500000000000005
Ravenclaw,4,8,8,5,8,5,7,4,0.7843137254901962,0.9876543209876544,6.666666666666667,3,6.5,1.6,5.0,4.9,7.625,7.0
Slytherin,8,8,10,4,10,4,6,7,1.9512195121951221,0.7920792079207921,9.333333333333334,4,7.0,5.6,6.300000000000001,4.0,8.55,8.4
Ravenclaw,7,10,9,8,4,2,8,4,0.8641975308641976,1.098901098901099,6.666666666666667,2,9.0,2.8,6.8999999999999995,6.6000000000000005,8.35,6.550000000000001
Gryffindor,8,4,8,7,8,7,10,7,1.1267605633802817,0.4938271604938272,8.0,0,3.5,5.6,8.05,6.150000000000001,5.475,5.6
Hufflepuff,5,7,6,8,7,3,6,3,0.617283950617284,1.1475409836065575,6.0,4,7.0,1.5,5.6,6.55,6.8,6.05
Slytherin,8,9,10,5,10,3,5,8,1.5686274509803924,0.8910891089108911,9.333333333333334,5,8.0,6.4,6.5,4.3,9.15,8.8
Gryffindor,10,6,7,7,8,8,7,7,1.4084507042253522,0.8450704225352114,8.333333333333334,3,4.0,7.0,7.9,5.45,6.1,6.25
Slytherin,6,7,8,4,7,6,4,6,1.4634146341463417,0.8641975308641976,7.0,6,5.5,3.6,5.0,3.6,6.825,7.15
Hufflepuff,4,5,6,10,3,2,7,5,0.39603960396039606,0.819672131147541,4.333333333333333,3,6.5,2.0,6.45,7.75,5.175000000000001,4.449999999999999
Hufflepuff,6,8,3,8,5,3,8,6,0.7407407407407408,2.5806451612903225,4.666666666666667,2,7.5,3.6,7.0,7.65,6.275,4.3
Slytherin,5,8,10,4,8,3,6,6,1.2195121951219514,0.7920792079207921,7.666666666666667,4,7.5,3.0,5.2,4.15,8.275,7.8999999999999995
Gryffindor,10,8,7,9,9,7,8,7,1.098901098901099,1.1267605633802817,8.666666666666666,2,5.5,7.0,8.65,6.6499999999999995,7.375,6.699999999999999
Slytherin,7,9,9,4,10,4,3,5,1.707317073170732,0.989010989010989,8.666666666666666,7,7.5,3.5,4.85,3.45,8.825,8.85
Ravenclaw,6,10,10,6,6,5,10,6,0.9836065573770493,0.9900990099009901,7.333333333333333,0,7.5,3.6,7.0,5.65,8.575,7.0
Hufflepuff,5,8,6,10,6,2,7,4,0.49504950495049505,1.3114754098360657,5.666666666666667,3,8.0,2.0,6.55,7.75,7.2,5.799999999999999
Ravenclaw,3,10,9,8,5,5,6,7,0.3703703703703704,1.098901098901099,5.666666666666667,4,7.5,2.1,5.800000000000001,5.65,8.175,7.2
Gryffindor,9,4,8,8,10,6,10,8,1.1111111111111112,0.4938271604938272,9.0,0,4.0,7.2,8.799999999999999,6.7,6.0,6.1
Hufflepuff,6,6,6,9,4,3,7,6,0.6593406593406593,0.9836065573770493,5.333333333333333,3,6.5,3.6,7.0,7.199999999999999,5.725,4.9
Slytherin,8,9,10,6,9,6,7,8,1.3114754098360657,0.8910891089108911,9.0,3,6.5,6.4,7.25,4.75,8.575000000000001,8.15
Gryffindor,8,6,5,8,8,9,7,7,0.9876543209876544,1.1764705882352942,7.0,3,3.5,5.6,7.550000000000001,6.1000000000000005,5.574999999999999,5.550000000000001
Gryffindor,10,5,6,8,7,9,10,9,1.234567901234568,0.819672131147541,7.666666666666667,0,3.0,9.0,9.3,6.65,5.1000000000000005,4.85
Gryffindor,10,4,5,7,8,7,7,7,1.4084507042253522,0.7843137254901962,7.666666666666667,3,3.5,7.0,7.9,6.000000000000001,4.875,5.15
Hufflepuff,7,3,6,9,7,3,6,3,0.7692307692307693,0.49180327868852464,6.666666666666667,4,5.0,2.1,6.449999999999999,6.949999999999999,4.9,5.249999999999999
Slytherin,8,5,8,6,8,4,6,7,1.3114754098360657,0.617283950617284,8.0,4,5.5,5.6,6.800000000000001,5.200000000000001,6.324999999999999,6.6
Hufflepuff,5,5,3,8,4,2,7,3,0.617283950617284,1.6129032258064515,4.0,3,6.5,1.5,5.85,7.550000000000001,4.775,3.65
Slytherin,7,9,8,6,10,5,6,5,1.1475409836065575,1.1111111111111112,8.333333333333334,4,7.0,3.5,6.1,5.050000000000001,8.5,7.8999999999999995
Hufflepuff,7,7,4,10,5,5,7,4,0.6930693069306931,1.707317073170732,5.333333333333333,3,6.0,2.8,7.1499999999999995,7.7,5.75,4.65
Hufflepuff,4,7,3,10,5,2,9,3,0.39603960396039606,2.258064516129032,4.0,1,7.5,1.2,6.550000000000001,8.85,5.924999999999999,3.9000000000000004
Gryffindor,8,8,9,8,10,9,9,7,0.9876543209876544,0.8791208791208791,9.0,1,4.5,5.6,8.05,5.800000000000001,7.725,7.45
Hufflepuff,5,5,3,8,5,5,7,3,0.617283950617284,1.6129032258064515,4.333333333333333,3,5.0,1.5,5.85,7.1000000000000005,4.6,3.9
Slytherin,8,9,10,5,9,6,6,8,1.5686274509803924,0.8910891089108911,9.0,4,6.5,6.4,6.75,4.1,8.575000000000001,8.35
Gryffindor,9,5,8,8,10,6,8,10,1.1111111111111112,0.617283950617284,9.0,2,4.5,9.0,8.7,6.2,6.475,6.7
Slytherin,6,9,8,6,9,4,7,7,0.9836065573770493,1.1111111111111112,7.666666666666667,3,7.5,4.2,6.45,5.450000000000001,8.425,7.449999999999999
Slytherin,7,7,10,6,10,3,6,5,1.1475409836065575,0.6930693069306931,9.0,4,7.0,3.5,6.1,4.95,8.2,8.200000000000001
Slytherin,7,7,8,6,7,1,5,7,1.1475409836065575,0.8641975308641976,7.333333333333333,5,8.0,4.9,6.25,5.4,7.449999999999999,6.95
Slytherin,6,7,9,4,9,3,5,5,1.4634146341463417,0.7692307692307693,8.0,5,7.0,3.0,5.05,4.1000000000000005,7.799999999999999,7.800000000000001
Gryffindor,10,4,5,7,7,6,7,8,1.4084507042253522,0.7843137254901962,7.333333333333333,3,4.0,8.0,8.1,6.15,4.8,4.9
Slytherin,7,9,9,4,8,5,7,9,1.707317073170732,0.989010989010989,8.0,3,7.0,6.3,6.6499999999999995,4.300000000000001,8.3,7.550000000000001
Hufflepuff,6,5,4,8,3,4,6,4,0.7407407407407408,1.2195121951219514,4.333333333333333,4,5.5,2.4,6.1,6.800000000000001,4.525,3.95
Ravenclaw,5,9,6,6,5,4,7,4,0.819672131147541,1.4754098360655739,5.333333333333333,3,7.5,2.0,5.55,5.85,7.2250000000000005,5.75
Slytherin,7,7,10,4,8,6,5,6,1.707317073170732,0.6930693069306931,8.333333333333334,5,5.5,4.2,5.55,3.45,7.424999999999999,7.9
Hufflepuff,4,6,6,8,3,3,7,5,0.4938271604938272,0.9836065573770493,4.333333333333333,3,6.5,2.0,5.95,6.8,5.525,4.65
Slytherin,7,9,10,6,9,5,5,7,1.1475409836065575,0.8910891089108911,8.666666666666666,5,7.0,4.9,6.25,4.4,8.700000000000001,8.55
Hufflepuff,7,7,3,10,5,5,9,5,0.6930693069306931,2.258064516129032,5.0,1,6.0,3.5,7.85,8.4,5.55,3.9000000000000004
Hufflepuff,7,6,6,8,9,2,8,5,0.8641975308641976,0.9836065573770493,7.333333333333333,2,7.0,3.5,7.1,7.2,6.85,5.95
Slytherin,4,6,10,7,10,3,5,8,0.5633802816901409,0.594059405940594,8.0,5,6.5,3.2,5.800000000000001,5.1000000000000005,7.725,8.2
Hufflepuff,5,3,6,10,6,5,8,6,0.49504950495049505,0.49180327868852464,5.666666666666667,2,4.0,3.0,7.2,7.55,4.45,4.6
Ravenclaw,6,9,9,5,5,5,8,4,1.1764705882352942,0.989010989010989,6.666666666666667,2,7.0,2.4,5.85,4.95,7.7,6.6000000000000005
Slytherin,6,6,10,5,10,8,5,7,1.1764705882352942,0.594059405940594,8.666666666666666,5,4.0,4.2,5.7,3.55,7.1,8.2
Hufflepuff,4,7,3,9,6,4,8,4,0.43956043956043955,2.258064516129032,4.333333333333333,2,6.5,1.6,6.25,7.9,5.874999999999999,4.3500000000000005
Hufflepuff,4,5,6,10,4,1,6,4,0.39603960396039606,0.819672131147541,4.666666666666667,4,7.0,1.6,6.0,7.6499999999999995,5.5,4.8999999999999995
Hufflepuff,4,5,3,10,6,3,8,4,0.39603960396039606,1.6129032258064515,4.333333333333333,2,6.0,1.6,6.5,8.450000000000001,5.050000000000001,3.9499999999999997
Hufflepuff,4,7,3,9,4,2,7,6,0.43956043956043955,2.258064516129032,3.6666666666666665,3,7.5,2.4,6.4,7.95,5.724999999999999,4.050000000000001
Gryffindor,10,8,6,7,7,9,7,7,1.4084507042253522,1.3114754098360657,7.666666666666667,3,4.5,7.0,7.9,5.500000000000001,6.525,6.049999999999999
Gryffindor,8,7,7,8,8,7,8,9,0.9876543209876544,0.9859154929577465,7.666666666666667,2,5.0,7.2,8.200000000000001,6.250000000000001,6.699999999999999,6.25
Gryffindor,7,7,8,5,6,8,7,10,1.3725490196078431,0.8641975308641976,7.0,3,4.5,7.0,7.1,4.45,6.375,6.300000000000001
Slytherin,6,9,9,6,8,3,6,6,0.9836065573770493,0.989010989010989,7.666666666666667,4,8.0,3.6,6.0,5.15,8.55,7.75
Gryffindor,10,6,9,6,7,8,7,9,1.639344262295082,0.6593406593406593,8.666666666666666,3,4.0,9.0,8.05,4.65,6.3,6.700000000000001
Slytherin,8,9,9,4,8,3,5,5,1.9512195121951221,0.989010989010989,8.333333333333334,5,8.0,4.0,5.65,4.1000000000000005,8.55,7.95
Hufflepuff,4,7,4,10,7,4,6,5,0.39603960396039606,1.707317073170732,5.0,4,6.5,2.0,6.2,7.6,6.2749999999999995,5.35
Slytherin,8,9,10,5,7,6,4,6,1.5686274509803924,0.8910891089108911,8.333333333333334,6,6.5,4.8,5.8500000000000005,3.6,8.175,8.25
Slytherin,8,9,10,4,8,4,4,5,1.9512195121951221,0.8910891089108911,8.666666666666666,6,7.5,4.0,5.4,3.5,8.625,8.5
Slytherin,6,7,9,6,9,3,3,6,0.9836065573770493,0.7692307692307693,8.0,7,7.0,3.6,5.25,4.4,7.799999999999999,8.200000000000001
Slytherin,5,9,9,5,9,5,5,5,0.9803921568627452,0.989010989010989,7.666666666666667,5,7.0,2.5,5.0,4.2,8.5,8.2
Gryffindor,7,8,5,9,7,9,7,8,0.7692307692307693,1.5686274509803924,6.333333333333333,3,4.5,5.6,7.699999999999999,6.5,6.325,5.699999999999999
Gryffindor,8,6,7,9,6,8,8,9,0.8791208791208791,0.8450704225352114,7.0,2,4.0,7.2,8.450000000000001,6.499999999999999,5.7,5.550000000000001
Hufflepuff,4,7,4,7,1,5,8,3,0.5633802816901409,1.707317073170732,3.0,2,6.0,1.2,5.550000000000001,6.750000000000001,4.95,3.4499999999999997
Hufflepuff,4,8,4,8,6,4,7,5,0.4938271604938272,1.9512195121951221,4.666666666666667,3,7.0,2.0,5.95,7.050000000000001,6.55,5.1
Gryffindor,8,6,7,8,9,9,5,8,0.9876543209876544,0.8450704225352114,8.0,5,3.5,6.4,7.25,5.200000000000001,6.175,6.8999999999999995
Hufflepuff,6,5,5,8,3,5,9,1,0.7407407407407408,0.9803921568627452,4.666666666666667,1,5.0,0.6,6.25,7.2,4.6,3.7
Hufflepuff,7,5,4,9,7,4,9,3,0.7692307692307693,1.2195121951219514,6.0,1,5.5,2.1,7.199999999999999,7.949999999999999,5.325,4.3500000000000005
Slytherin,4,10,10,5,9,3,6,8,0.7843137254901962,0.9900990099009901,7.666666666666667,4,8.5,3.2,5.550000000000001,4.55,9.425,8.55
Gryffindor,9,8,9,8,9,8,8,10,1.1111111111111112,0.8791208791208791,9.0,2,5.0,9.0,8.7,5.7,7.6499999999999995,7.4
Ravenclaw,5,8,7,5,8,4,7,8,0.9803921568627452,1.1267605633802817,6.666666666666667,3,7.0,4.0,6.1,5.25,7.550000000000001,6.649999999999999
